1	the	552
2	la	397
3	de	394
4	a	352
5	le	318
6	et	205
7	les	174
8	in	149
9	un	144
10	est	141
11	il	137
12	du	133
13	to	133
14	pas	133
15	remi	124
16	of	122
17	en	114
18	des	110
19	nous	109
20	vitalis	102
21	une	101
22	is	99
23	lecon	95
24	i	93
25	pour	86
26	dans	82
27	and	74
28	barberin	70
29	qui	70
30	francais	67
31	que	63
32	1	62
33	2	62
34	ne	61
35	ou	61
36	je	56
37	au	55
38	french	55
39	joli-cœur	55
40	not	54
41	ils	51
42	3	50
43	singulier	50
44	deux	50
45	tu	49
46	pluriel	48
47	son	48
48	like	45
49	4	44
50	are	44
51	verbe	43
52	par	42
53	avec	42
54	etait	41
55	with	40
56	mere	40
57	at	39
58	capi	39
59	maison	38
60	he	38
61	m	37
62	two	37
63	sa	37
64	vous	37
65	sont	37
66	chiens	37
67	sur	37
68	5	35
69	nom	35
70	we	35
71	have	34
72	by	34
73	ii	34
74	mots	34
75	avoir	34
76	little	34
77	ce	33
78	they	33
79	conversation	33
80	was	32
81	that	32
82	has	32
83	personne	32
84	etre	31
85	present	31
86	etude	30
87	when	30
88	passe	30
89	house	29
90	dit	29
91	e	28
92	v	28
93	avait	28
94	anglais	28
95	this	28
96	troupe	28
97	france	28
98	verbes	27
99	devant	27
100	grammaire	27
101	some	27
102	n'est	27
103	village	27
104	y	26
105	cette	26
106	forme	26
107	l'agent	26
108	feminin	26
109	{	25
110	jerome	25
111	parler	25
112	employons	25
113	it	25
114	iv	25
115	iii	25
116	english	25
117	ses	25
118	bien	24
119	adjectifs	24
120	for	24
121	theme	24
122	garcon	24
123	place	24
124	paris	24
125	f	23
126	dogs	23
127	mais	23
128	tout	23
129	pronounced	23
130	l'enfant	22
131	as	22
132	on	22
133	maisons	22
134	masculin	22
135	maitre	22
136	ces	21
137	s	21
138	good	21
139	elle	21
140	followed	21
141	his	21
142	petit	21
143	singe	21
144	montre	20
145	you	20
146	troisieme	20
147	b	19
148	be	19
149	apres	19
150	there	19
151	ville	19
152	leur	18
153	lui	18
154	houses	18
155	eu	18
156	sous	18
157	comment	18
158	speak	18
159	porte	18
160	zerbino	17
161	plus	17
162	or	17
163	~e	17
164	premiere	17
165	comme	17
166	parle	17
167	avons	17
168	o	16
169	representation	16
170	does	16
171	defini	16
172	who	16
173	an	16
174	formes	16
175	maintenant	16
176	vowel	16
177	aussi	16
178	indefini	16
179	temps	16
180	d'argent	16
181	trois	15
