1	a	3033
2	e	1314
3	de	1096
4	que	1004
5	i	982
6	and	890
7	in	761
8	to	752
9	of	740
10	la	726
11	di	685
12	o	550
13	il	458
14	as	449
15	le	442
16	da	416
17	is	401
18	az	393
19	se	377
20	it	364
21	that	330
22	os	314
23	don	307
24	no	299
25	un	297
26	en	295
27	s	292
28	he	290
29	was	284
30	my	283
31	do	282
32	hogy	269
33	me	259
34	nem	241
35	on	238
36	not	236
37	che	229
38	with	226
39	for	225
40	et	215
41	the	213
42	egy	207
43	–	200
44	es	200
45	you	200
46	at	199
47	dos	194
48	les	187
49	but	176
50	had	172
51	y	172
52	his	171
53	del	169
54	nao	168
55	be	163
56	della	160
57	como	159
58	para	153
59	non	152
60	have	145
61	em	142
62	est	141
63	which	141
64	this	141
65	so	140
66	there	139
67	by	139
68	era	136
69	por	136
70	they	135
71	du	134
72	pas	133
73	con	131
74	all	130
75	are	129
76	una	128
77	mas	128
78	juan	127
79	meg	125
80	remi	124
81	si	122
82	mi	121
83	ne	120
84	borgia	120
85	per	119
86	when	119
87	um	118
88	el	118
89	volt	116
90	were	116
91	piu	116
92	ou	115
93	com	115
94	des	114
95	we	113
96	buttarelli	111
97	mar	110
98	come	110
99	nous	109
100	or	109
101	them	108
102	une	104
103	ha	104
104	vitalis	102
105	azt	101
106	from	101
107	terra	99
108	sua	98
109	could	98
110	qui	96
111	lecon	95
112	”	95
113	luis	94
114	one	91
115	mais	90
116	like	90
117	nel	89
118	some	89
119	pour	87
120	al	86
121	das	85
122	ez	85
123	mint	85
124	then	84
125	dans	82
126	uma	80
127	ki	79
128	if	78
129	tempo	76
130	here	76
131	na	75
132	1	75
133	him	75
134	ao	74
135	sem	74
136	2	73
137	alla	72
138	two	72
139	barberin	70
140	most	70
141	roma	69
142	lucrezia	68
143	dei	68
144	francais	67
145	will	67
146	has	66
147	what	66
148	who	64
149	fu	63
150	out	63
151	time	63
152	grande	62
153	see	62
154	3	61
155	am	61
156	tu	60
157	said	60
158	csak	59
159	quando	59
160	very	59
161	place	59
162	son	59
163	know	59
164	man	59
165	lo	59
166	little	58
167	count	58
168	been	58
169	nos	57
170	questo	57
171	nella	57
172	french	57
173	je	56
174	ii	56
175	an	56
176	good	56
177	au	55
178	joli-cœur	55
179	 	55
180	sempre	54
181	gli	54
182	would	54
183	may	54
184	ma	53
185	now	53
186	storia	52
187	went	52
188	casa	52
189	must	52
190	only	52
191	esta	52
192	ils	51
193	4	51
194	great	51
195	singulier	50
196	deux	50
197	through	50
198	up	50
199	seemed	49
200	sol	49
201	over	49
202	pluriel	48
203	delle	48
204	into	48
205	par	48
206	zona	47
207	anche	47
208	suo	47
209	vi	47
210	her	47
211	quel	46
212	van	46
213	where	46
214	down	46
215	elle	45
216	ainda	45
217	minden	45
218	5	45
219	documenti	45
220	rodrigo	45
221	vannozza	45
222	any	45
223	su	45
224	house	44
225	tambem	44
226	again	44
227	porque	44
228	your	44
229	verbe	43
230	—	43
231	fel	43
232	other	43
233	more	43
234	avec	42
235	mere	42
236	essa	42
237	their	42
238	etait	41
239	torrida	41
240	papa	41
241	loro	41
242	iv	41
243	gonzalo	41
244	colombo	40
245	aztan	40
246	»	40
247	parte	40
248	long	40
249	well	40
250	capi	39
251	neki	39
252	sa	39
253	conversation	39
254	door	39
255	entre	39
256	tenorio	39
257	maison	38
258	m	38
259	sciencia	38
260	ilhas	38
261	mely	38
262	ce	38
263	lui	38
264	ad	38
265	iii	38
266	did	38
267	vous	37
268	sont	37
269	chiens	37
270	sur	37
271	outros	37
272	akkor	37
273	mikor	37
274	de'	37
275	quale	37
276	room	37
277	v	37
278	english	36
279	nom	36
280	itt	36
281	ugy	36
282	forma	36
283	bien	36
284	about	36
285	yo	36
286	nas	35
287	szep	35
288	egesz	35
289	cesare	35
290	though	35
291	after	35
292	way	35
293	us	35
294	mots	34
295	avoir	34
296	pelo	34
297	aveva	34
298	present	34
299	own	34
300	go	34
301	aqui	34
302	chapter	33
303	depois	33
304	foi	33
305	hanem	33
306	onde	33
307	esse	33
308	nome	33
309	famiglia	33
310	mind	33
311	www	33
312	old	33
313	should	33
314	table	33
315	made	33
316	personne	32
317	pela	32
318	mit	32
319	volna	32
320	ott	32
321	senza	32
322	anni	32
323	shall	32
324	our	32
325	france	32
326	ella	32
327	such	32
328	ciutti	32
329	etre	31
330	seus	31
331	magat	31
332	mert	31
333	d	31
334	ancora	31
335	these	31
336	face	31
337	strange	31
338	look	31
339	can	31
340	pues	31
341	etude	30
342	passe	30
343	tao	30
344	hat	30
345	sul	30
346	ove	30
347	cui	30
348	altri	30
349	quella	30
350	mundo	30
351	back	30
352	dit	29
353	found	29
354	seculo	29
355	assim	29
356	ot	29
357	-	29
